number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_gate_temperature,params_gradient_clip,params_hidden_dim,params_lambda_aux,params_lambda_balance,params_lambda_direction,params_lambda_mdd,params_lambda_volatility,params_latent_dim,params_learning_rate,params_long_pool,params_medium_pool,params_n_blocks,params_weight_decay,user_attrs_fold_metrics,state
0,0.8588967319274012,2026-07-22 15:46:15.787495,2026-07-22 15:49:25.489435,0 days 00:03:09.701940,48,0.08733155988313457,0.6818249672071006,1.0,48,0.08,0.005,0.35,0.25,0.1,48,0.0001919814649902086,20,7,3,4.367635583109812e-06,"[{'fold': 0, 'horizon': 5, 'score': 0.9912682628253576, 'pinball_ratio': 1.0449264209481952, 'mae_ratio': 1.1126929616587988, 'brier_ratio': 0.9969504779433646, 'mdd_pinball_ratio': 1.320924810708275, 'vol_mae_ratio': 0.8412816490779915, 'coverage_penalty': 0.060317460317460325, 'width_ratio': 0.7536130272300755}, {'fold': 0, 'horizon': 20, 'score': 0.9585837114825314, 'pinball_ratio': 1.0351072049699326, 'mae_ratio': 1.1695815754747465, 'brier_ratio': 1.0780039692909258, 'mdd_pinball_ratio': 1.0213434802261703, 'vol_mae_ratio': 0.8155827275289954, 'coverage_penalty': 0.032539682539682535, 'width_ratio': 0.7373595154533776}, {'fold': 0, 'horizon': 60, 'score': 1.0332244044418797, 'pinball_ratio': 1.195172226629559, 'mae_ratio': 1.4078222945335983, 'brier_ratio': 1.1708646923630124, 'mdd_pinball_ratio': 0.8412576418424021, 'vol_mae_ratio': 0.7480890738540704, 'coverage_penalty': 0.09206349206349207, 'width_ratio': 0.6889692993610229}, {'fold': 1, 'horizon': 5, 'score': 0.8926883313425344, 'pinball_ratio': 0.9718428798885869, 'mae_ratio': 1.038980107133618, 'brier_ratio': 0.9970187138776438, 'mdd_pinball_ratio': 0.9444319895873897, 'vol_mae_ratio': 0.8661813751912799, 'coverage_penalty': 0.03888888888888886, 'width_ratio': 0.5379447350127065}, {'fold': 1, 'horizon': 20, 'score': 0.8087465036239324, 'pinball_ratio': 0.896846316768493, 'mae_ratio': 0.9474355529966917, 'brier_ratio': 0.8708417300336613, 'mdd_pinball_ratio': 0.8674341729984065, 'vol_mae_ratio': 0.7288874197035113, 'coverage_penalty': 0.08650793650793653, 'width_ratio': 0.4349758941579775}, {'fold': 1, 'horizon': 60, 'score': 0.8783121936228833, 'pinball_ratio': 0.940698685597603, 'mae_ratio': 1.3258622972923453, 'brier_ratio': 0.9390042140432832, 'mdd_pinball_ratio': 0.9379508473781242, 'vol_mae_ratio': 0.5337727004403462, 'coverage_penalty': 0.04285714285714293, 'width_ratio': 0.4089259937541568}, {'fold': 2, 'horizon': 5, 'score': 0.9501264545009203, 'pinball_ratio': 1.0166321597503225, 'mae_ratio': 1.1346303774413855, 'brier_ratio': 0.9890493626248019, 'mdd_pinball_ratio': 1.0924609853694274, 'vol_mae_ratio': 0.9173437652083639, 'coverage_penalty': 0.024603174603174627, 'width_ratio': 0.6142497009968917}, {'fold': 2, 'horizon': 20, 'score': 0.9220170278295562, 'pinball_ratio': 1.001669085538639, 'mae_ratio': 1.254181724577906, 'brier_ratio': 1.0148690179056188, 'mdd_pinball_ratio': 0.742409581732819, 'vol_mae_ratio': 0.9578092356779435, 'coverage_penalty': 0.06825396825396823, 'width_ratio': 0.6385032637669615}, {'fold': 2, 'horizon': 60, 'score': 0.7408949773863254, 'pinball_ratio': 0.9344252456965979, 'mae_ratio': 1.1371512971470972, 'brier_ratio': 0.6699429771370009, 'mdd_pinball_ratio': 0.5522754898495504, 'vol_mae_ratio': 0.3332876558766853, 'coverage_penalty': 0.09603174603174602, 'width_ratio': 0.6629896320859422}, {'fold': 3, 'horizon': 5, 'score': 0.8236033640388736, 'pinball_ratio': 0.9291685150559205, 'mae_ratio': 1.0980225006398345, 'brier_ratio': 0.8889287096111523, 'mdd_pinball_ratio': 0.7965350270206172, 'vol_mae_ratio': 0.5954480262162666, 'coverage_penalty': 0.060317460317460325, 'width_ratio': 0.5701474444904006}, {'fold': 3, 'horizon': 20, 'score': 0.7214208804119465, 'pinball_ratio': 0.8357405974827234, 'mae_ratio': 1.0268148340399708, 'brier_ratio': 0.8187294616567057, 'mdd_pinball_ratio': 0.5415207617574095, 'vol_mae_ratio': 0.5634490268933074, 'coverage_penalty': 0.0031746031746031633, 'width_ratio': 0.4761595921109143}, {'fold': 3, 'horizon': 60, 'score': 0.6176031694789414, 'pinball_ratio': 0.7933439335791339, 'mae_ratio': 0.8799600844302551, 'brier_ratio': 0.36766143667597745, 'mdd_pinball_ratio': 0.42528155619634117, 'vol_mae_ratio': 0.672236484235373, 'coverage_penalty': 0.11031746031746037, 'width_ratio': 0.46838201616996533}]",COMPLETE
1,0.919955277875805,2026-07-22 15:49:25.506027,2026-07-22 15:53:17.205594,0 days 00:03:51.699567,48,0.1032642385789519,1.3287375091519293,1.0,64,0.08,0.01,0.15,0.45,0.2,48,0.0017516992455793442,21,7,4,7.756650107886986e-07,"[{'fold': 0, 'horizon': 5, 'score': 0.9810841416574116, 'pinball_ratio': 1.055917864197925, 'mae_ratio': 1.0561702147116914, 'brier_ratio': 1.1890452014123147, 'mdd_pinball_ratio': 1.033983319689229, 'vol_mae_ratio': 0.9586172969397536, 'coverage_penalty': 0.15000000000000002, 'width_ratio': 0.4423783040725815}, {'fold': 0, 'horizon': 20, 'score': 1.1802537302923233, 'pinball_ratio': 1.3497327893226236, 'mae_ratio': 1.1457896100723073, 'brier_ratio': 1.5010606383683212, 'mdd_pinball_ratio': 1.1894062809128774, 'vol_mae_ratio': 0.8385321907082347, 'coverage_penalty': 0.5865079365079365, 'width_ratio': 0.25}, {'fold': 0, 'horizon': 60, 'score': 0.9389831307632551, 'pinball_ratio': 1.0308019117165503, 'mae_ratio': 1.0594103338360241, 'brier_ratio': 1.0794063487084027, 'mdd_pinball_ratio': 1.0035872644656798, 'vol_mae_ratio': 0.6411964738872434, 'coverage_penalty': 0.5031746031746032, 'width_ratio': 0.25}, {'fold': 1, 'horizon': 5, 'score': 0.8714640827161962, 'pinball_ratio': 0.9269760597593475, 'mae_ratio': 0.9839722383807522, 'brier_ratio': 1.0315718977659507, 'mdd_pinball_ratio': 0.8755877446587156, 'vol_mae_ratio': 0.9475723748361475, 'coverage_penalty': 0.015079365079365137, 'width_ratio': 0.5846628880147199}, {'fold': 1, 'horizon': 20, 'score': 0.8338675886709125, 'pinball_ratio': 0.9540790166932116, 'mae_ratio': 0.9219898754334585, 'brier_ratio': 0.8472516915075422, 'mdd_pinball_ratio': 0.9218671575054397, 'vol_mae_ratio': 0.7184431339156563, 'coverage_penalty': 0.22539682539682537, 'width_ratio': 0.28838443306597}, {'fold': 1, 'horizon': 60, 'score': 1.0081536218564973, 'pinball_ratio': 1.113504466230358, 'mae_ratio': 1.3744589469752961, 'brier_ratio': 1.28133835422064, 'mdd_pinball_ratio': 0.8923928223205682, 'vol_mae_ratio': 0.540970246030398, 'coverage_penalty': 0.34444444444444444, 'width_ratio': 0.26634681447484265}, {'fold': 2, 'horizon': 5, 'score': 0.9806531220175498, 'pinball_ratio': 1.0113236402344752, 'mae_ratio': 1.1646030626139474, 'brier_ratio': 1.016775287094311, 'mdd_pinball_ratio': 1.144398853111026, 'vol_mae_ratio': 1.0798257206961226, 'coverage_penalty': 0.032539682539682535, 'width_ratio': 0.5854305888400285}, {'fold': 2, 'horizon': 20, 'score': 0.9673383790441302, 'pinball_ratio': 0.9484371144692448, 'mae_ratio': 1.1450586690805513, 'brier_ratio': 1.0301610470966545, 'mdd_pinball_ratio': 1.1305113899802806, 'vol_mae_ratio': 1.1607551875696913, 'coverage_penalty': 0.22539682539682537, 'width_ratio': 0.2557475507174882}, {'fold': 2, 'horizon': 60, 'score': 1.0669560543246965, 'pinball_ratio': 1.2517222785671238, 'mae_ratio': 1.525926201895526, 'brier_ratio': 1.0721774544234326, 'mdd_pinball_ratio': 0.9543271983434933, 'vol_mae_ratio': 0.6437751751572424, 'coverage_penalty': 0.34444444444444444, 'width_ratio': 0.25}, {'fold': 3, 'horizon': 5, 'score': 0.7976680116330461, 'pinball_ratio': 0.9310753594102738, 'mae_ratio': 1.21077003323041, 'brier_ratio': 0.8026454263239833, 'mdd_pinball_ratio': 0.5762231248496648, 'vol_mae_ratio': 0.6623148008931335, 'coverage_penalty': 0.03650793650793649, 'width_ratio': 0.48529375113242457}, {'fold': 3, 'horizon': 20, 'score': 0.7407003997445859, 'pinball_ratio': 0.9275360272042912, 'mae_ratio': 1.2152467864167007, 'brier_ratio': 0.5746855766512735, 'mdd_pinball_ratio': 0.4043208105897575, 'vol_mae_ratio': 0.7015168593064814, 'coverage_penalty': 0.08253968253968258, 'width_ratio': 0.3665116821999453}, {'fold': 3, 'horizon': 60, 'score': 0.6653479641491952, 'pinball_ratio': 0.8944094237596266, 'mae_ratio': 1.019414293674329, 'brier_ratio': 0.25, 'mdd_pinball_ratio': 0.3930212695333289, 'vol_mae_ratio': 0.7793847051116344, 'coverage_penalty': 0.1976190476190477, 'width_ratio': 0.3722509169226781}]",COMPLETE
2,0.9562272910241386,2026-07-22 15:53:17.216694,2026-07-22 15:56:19.624819,0 days 00:03:02.408125,48,0.05078457565377411,0.789751452913768,2.0,32,0.08,0.002,0.25,0.45,0.1,64,0.003048512648745716,15,5,3,2.5983677354021222e-05,"[{'fold': 0, 'horizon': 5, 'score': 0.9191537329359201, 'pinball_ratio': 1.035073819678177, 'mae_ratio': 1.0805061695021365, 'brier_ratio': 1.031257815931691, 'mdd_pinball_ratio': 0.9305806841542923, 'vol_mae_ratio': 0.8170306665433481, 'coverage_penalty': 0.0031746031746031633, 'width_ratio': 0.6200302244594353}, {'fold': 0, 'horizon': 20, 'score': 0.9718137494919477, 'pinball_ratio': 1.100565726745517, 'mae_ratio': 1.1243627864937045, 'brier_ratio': 1.136728902442455, 'mdd_pinball_ratio': 0.9420804666740901, 'vol_mae_ratio': 0.7905256051792502, 'coverage_penalty': 0.21746031746031746, 'width_ratio': 0.39550463497773714}, {'fold': 0, 'horizon': 60, 'score': 0.9613919087752937, 'pinball_ratio': 1.0882545738396994, 'mae_ratio': 1.2380679479076075, 'brier_ratio': 1.133309373814887, 'mdd_pinball_ratio': 0.8942152548765988, 'vol_mae_ratio': 0.7361174024655985, 'coverage_penalty': 0.0706349206349206, 'width_ratio': 0.4035912250176916}, {'fold': 1, 'horizon': 5, 'score': 0.8640422876696924, 'pinball_ratio': 0.9351135909568852, 'mae_ratio': 0.9840059017132234, 'brier_ratio': 0.9738069567482898, 'mdd_pinball_ratio': 0.8872072687840955, 'vol_mae_ratio': 0.9176310393277625, 'coverage_penalty': 0.030952380952380953, 'width_ratio': 0.5356580382832771}, {'fold': 1, 'horizon': 20, 'score': 0.8580306985263558, 'pinball_ratio': 0.927803695033755, 'mae_ratio': 0.9775738090408406, 'brier_ratio': 0.9127997027748331, 'mdd_pinball_ratio': 0.9356885321280634, 'vol_mae_ratio': 0.8854024825182575, 'coverage_penalty': 0.11825396825396828, 'width_ratio': 0.41906908811258325}, {'fold': 1, 'horizon': 60, 'score': 1.2075763671743123, 'pinball_ratio': 1.3244060797830128, 'mae_ratio': 1.7354516344632946, 'brier_ratio': 1.274780906375014, 'mdd_pinball_ratio': 1.2496993242527143, 'vol_mae_ratio': 0.8286407172614946, 'coverage_penalty': 0.14206349206349211, 'width_ratio': 0.4078647772003452}, {'fold': 2, 'horizon': 5, 'score': 0.9466377554376716, 'pinball_ratio': 0.9916391255898844, 'mae_ratio': 1.185536486123029, 'brier_ratio': 1.0846055475376275, 'mdd_pinball_ratio': 0.9763647882460341, 'vol_mae_ratio': 0.9403548797067831, 'coverage_penalty': 0.016666666666666607, 'width_ratio': 0.5795294519287811}, {'fold': 2, 'horizon': 20, 'score': 1.046733883197621, 'pinball_ratio': 1.054440707973352, 'mae_ratio': 1.3792455592740602, 'brier_ratio': 1.2424241364325757, 'mdd_pinball_ratio': 1.0370841197335292, 'vol_mae_ratio': 1.0662079712317396, 'coverage_penalty': 0.1777777777777778, 'width_ratio': 0.3267107174434866}, {'fold': 2, 'horizon': 60, 'score': 0.8174314894664274, 'pinball_ratio': 0.8041440127598667, 'mae_ratio': 1.2116657813642946, 'brier_ratio': 1.0636120612604514, 'mdd_pinball_ratio': 0.7750061459030163, 'vol_mae_ratio': 0.6404959783242095, 'coverage_penalty': 0.0984126984126984, 'width_ratio': 0.25}, {'fold': 3, 'horizon': 5, 'score': 0.7944099135501576, 'pinball_ratio': 0.9752862771735542, 'mae_ratio': 1.1635886610252344, 'brier_ratio': 0.9151410081564036, 'mdd_pinball_ratio': 0.5506975303769024, 'vol_mae_ratio': 0.4336815600171327, 'coverage_penalty': 0.011111111111111183, 'width_ratio': 0.48332342753804813}, {'fold': 3, 'horizon': 20, 'score': 0.9306315272846092, 'pinball_ratio': 1.2796663307945684, 'mae_ratio': 1.4650988421262365, 'brier_ratio': 0.8518167992251789, 'mdd_pinball_ratio': 0.3282130973097695, 'vol_mae_ratio': 0.562080458857898, 'coverage_penalty': 0.2928571428571429, 'width_ratio': 0.3090318273847602}, {'fold': 3, 'horizon': 60, 'score': 1.113921968136352, 'pinball_ratio': 1.678478911183043, 'mae_ratio': 1.4843410662285887, 'brier_ratio': 0.8935044867956822, 'mdd_pinball_ratio': 0.30841208656169633, 'vol_mae_ratio': 0.7023792550661403, 'coverage_penalty': 0.653968253968254, 'width_ratio': 0.25}]",COMPLETE
3,0.8455035006903266,2026-07-22 15:56:19.635792,2026-07-22 15:58:15.961626,0 days 00:01:56.325834,64,0.23563729613875375,0.7376375439923997,1.0,64,0.05,0.02,0.35,0.35,0.1,32,0.0002190433809862896,21,3,2,6.840155696666852e-07,"[{'fold': 0, 'horizon': 5, 'score': 0.9776776113370714, 'pinball_ratio': 1.1085339660702749, 'mae_ratio': 1.1760170415505975, 'brier_ratio': 0.9733893064059268, 'mdd_pinball_ratio': 1.0458075276498884, 'vol_mae_ratio': 0.9024877906354178, 'coverage_penalty': 0.06666666666666665, 'width_ratio': 0.5164398713768292}, {'fold': 0, 'horizon': 20, 'score': 0.8516812290162316, 'pinball_ratio': 0.8801230094952133, 'mae_ratio': 0.929259214843257, 'brier_ratio': 0.9693057068743102, 'mdd_pinball_ratio': 1.0550307403418477, 'vol_mae_ratio': 0.7998616836236958, 'coverage_penalty': 0.052380952380952306, 'width_ratio': 0.5648663784986133}, {'fold': 0, 'horizon': 60, 'score': 0.9053164902776457, 'pinball_ratio': 0.944928196981336, 'mae_ratio': 1.1025913807106573, 'brier_ratio': 1.0852255555262538, 'mdd_pinball_ratio': 1.0035350695222216, 'vol_mae_ratio': 0.7559374027442841, 'coverage_penalty': 0.05634920634920637, 'width_ratio': 0.5450211917145104}, {'fold': 1, 'horizon': 5, 'score': 0.9457807206429386, 'pinball_ratio': 0.9778964616645126, 'mae_ratio': 1.0332949018087525, 'brier_ratio': 0.9795441072412743, 'mdd_pinball_ratio': 1.004845209478815, 'vol_mae_ratio': 1.3178657194864707, 'coverage_penalty': 0.05476190476190479, 'width_ratio': 0.5081473666350864}, {'fold': 1, 'horizon': 20, 'score': 0.8418292029484991, 'pinball_ratio': 0.9004194222645757, 'mae_ratio': 0.9754951285181417, 'brier_ratio': 0.9669658676074336, 'mdd_pinball_ratio': 0.9352182477887951, 'vol_mae_ratio': 0.7424949605860522, 'coverage_penalty': 0.0444444444444444, 'width_ratio': 0.5889970466341896}, {'fold': 1, 'horizon': 60, 'score': 0.9184617493793017, 'pinball_ratio': 0.9375990376503757, 'mae_ratio': 1.1067035455743937, 'brier_ratio': 1.1226316282758773, 'mdd_pinball_ratio': 1.0792355538725484, 'vol_mae_ratio': 0.6512247111187295, 'coverage_penalty': 0.09999999999999998, 'width_ratio': 0.7298001977124802}, {'fold': 2, 'horizon': 5, 'score': 0.8806443739610927, 'pinball_ratio': 0.9669570307202955, 'mae_ratio': 1.0735158378913328, 'brier_ratio': 0.9657234448148089, 'mdd_pinball_ratio': 0.8751368992415021, 'vol_mae_ratio': 0.8857911531813032, 'coverage_penalty': 0.0007936507936507908, 'width_ratio': 0.5472771681052278}, {'fold': 2, 'horizon': 20, 'score': 0.8759724180987896, 'pinball_ratio': 0.9724736805473538, 'mae_ratio': 1.3046150018634692, 'brier_ratio': 1.0040668914932185, 'mdd_pinball_ratio': 0.6524364184130166, 'vol_mae_ratio': 0.7298890603389195, 'coverage_penalty': 0.058730158730158744, 'width_ratio': 0.47796219989190303}, {'fold': 2, 'horizon': 60, 'score': 0.6599119562635848, 'pinball_ratio': 0.752686226862498, 'mae_ratio': 0.9464036824089584, 'brier_ratio': 0.665548720669022, 'mdd_pinball_ratio': 0.5185848674446658, 'vol_mae_ratio': 0.5856411275045149, 'coverage_penalty': 0.0444444444444444, 'width_ratio': 0.5071987473917023}, {'fold': 3, 'horizon': 5, 'score': 0.8104040823205017, 'pinball_ratio': 0.8357780362751052, 'mae_ratio': 1.040830385853462, 'brier_ratio': 0.9699357117779128, 'mdd_pinball_ratio': 1.0184239895748168, 'vol_mae_ratio': 0.4181772801149428, 'coverage_penalty': 0.07619047619047614, 'width_ratio': 0.5450731732819469}, {'fold': 3, 'horizon': 20, 'score': 0.8694942086133711, 'pinball_ratio': 1.0236819350436892, 'mae_ratio': 1.5450975810681336, 'brier_ratio': 0.6787692693039635, 'mdd_pinball_ratio': 0.6371775770693686, 'vol_mae_ratio': 0.5855430558623032, 'coverage_penalty': 0.07222222222222219, 'width_ratio': 0.6146335363358059}, {'fold': 3, 'horizon': 60, 'score': 0.6420812204963611, 'pinball_ratio': 0.7937288947998832, 'mae_ratio': 0.8510470687473779, 'brier_ratio': 0.5330457920751595, 'mdd_pinball_ratio': 0.46638985065991306, 'vol_mae_ratio': 0.6781231133366383, 'coverage_penalty': 0.01904761904761909, 'width_ratio': 0.5852685309012439}]",COMPLETE
4,0.9048976454653885,2026-07-22 15:58:15.975090,2026-07-22 15:59:42.141151,0 days 00:01:26.166061,96,0.032483203936490006,0.6014715428660321,0.5,32,0.08,0.01,0.35,0.35,0.1,24,0.0013283987156443087,15,3,3,1.1539657852215025e-06,"[{'fold': 0, 'horizon': 5, 'score': 0.9328136571511672, 'pinball_ratio': 1.0171722019065674, 'mae_ratio': 1.0043122607617185, 'brier_ratio': 0.9975626899603084, 'mdd_pinball_ratio': 1.052822642314128, 'vol_mae_ratio': 0.9459584119716477, 'coverage_penalty': 0.032539682539682535, 'width_ratio': 0.7241709517834288}, {'fold': 0, 'horizon': 20, 'score': 0.8960662619512962, 'pinball_ratio': 0.981046929317146, 'mae_ratio': 1.0233806363947011, 'brier_ratio': 0.9893100531090648, 'mdd_pinball_ratio': 0.8997951214812534, 'vol_mae_ratio': 0.9287755187581739, 'coverage_penalty': 0.0444444444444444, 'width_ratio': 0.6612767351871247}, {'fold': 0, 'horizon': 60, 'score': 1.0033880629300922, 'pinball_ratio': 1.0978110902538238, 'mae_ratio': 1.2836212200533546, 'brier_ratio': 1.2118920533585582, 'mdd_pinball_ratio': 0.8967892747174478, 'vol_mae_ratio': 0.8483904808596378, 'coverage_penalty': 0.07222222222222219, 'width_ratio': 0.6804731826776844}, {'fold': 1, 'horizon': 5, 'score': 0.9494822041836165, 'pinball_ratio': 1.0746099880412199, 'mae_ratio': 1.1232915146303433, 'brier_ratio': 0.9783336889657382, 'mdd_pinball_ratio': 0.9731336939210519, 'vol_mae_ratio': 0.8825270764109955, 'coverage_penalty': 0.011111111111111183, 'width_ratio': 0.7708129440914073}, {'fold': 1, 'horizon': 20, 'score': 0.871955595556524, 'pinball_ratio': 1.0159869471656977, 'mae_ratio': 1.1053374599026426, 'brier_ratio': 0.874178623806564, 'mdd_pinball_ratio': 0.8317842340474757, 'vol_mae_ratio': 0.6483153742843705, 'coverage_penalty': 0.07619047619047614, 'width_ratio': 0.8166748541085715}, {'fold': 1, 'horizon': 60, 'score': 0.9222303266723159, 'pinball_ratio': 1.0188592900614821, 'mae_ratio': 1.2100746136651037, 'brier_ratio': 1.0041862661193188, 'mdd_pinball_ratio': 1.0155529729013082, 'vol_mae_ratio': 0.5576847741286951, 'coverage_penalty': 0.06428571428571428, 'width_ratio': 0.6963006611689403}, {'fold': 2, 'horizon': 5, 'score': 0.9863541111652515, 'pinball_ratio': 1.0418042065459272, 'mae_ratio': 1.1731526292882155, 'brier_ratio': 1.0070863165755735, 'mdd_pinball_ratio': 1.0987246215856947, 'vol_mae_ratio': 1.1087629888323784, 'coverage_penalty': 0.023015873015873045, 'width_ratio': 0.5796897920801835}, {'fold': 2, 'horizon': 20, 'score': 0.9707724721590133, 'pinball_ratio': 1.0247007661077847, 'mae_ratio': 1.351861679984694, 'brier_ratio': 1.1268348457383144, 'mdd_pinball_ratio': 0.8783353472532971, 'vol_mae_ratio': 0.91788385868717, 'coverage_penalty': 0.01904761904761909, 'width_ratio': 0.5150234624264168}, {'fold': 2, 'horizon': 60, 'score': 0.9175289523236885, 'pinball_ratio': 0.937875083676147, 'mae_ratio': 1.156525603294034, 'brier_ratio': 1.1499117571051787, 'mdd_pinball_ratio': 0.8841688162877094, 'vol_mae_ratio': 0.8265376871209418, 'coverage_penalty': 0.09999999999999998, 'width_ratio': 0.7009325940634827}, {'fold': 3, 'horizon': 5, 'score': 0.8549609467521763, 'pinball_ratio': 1.01025211675817, 'mae_ratio': 1.1436922115827954, 'brier_ratio': 1.0466880188679573, 'mdd_pinball_ratio': 0.7331574362050576, 'vol_mae_ratio': 0.4519461591704915, 'coverage_penalty': 0.0071428571428571175, 'width_ratio': 0.57158133237987}, {'fold': 3, 'horizon': 20, 'score': 0.8088673258049048, 'pinball_ratio': 1.0266262748205757, 'mae_ratio': 1.1301026269377603, 'brier_ratio': 0.9908437452882607, 'mdd_pinball_ratio': 0.4377709360518275, 'vol_mae_ratio': 0.46871445374670273, 'coverage_penalty': 0.058730158730158744, 'width_ratio': 0.49193256300816146}, {'fold': 3, 'horizon': 60, 'score': 0.7592118771332811, 'pinball_ratio': 1.0668129490008011, 'mae_ratio': 1.069791039246451, 'brier_ratio': 0.6991569628125117, 'mdd_pinball_ratio': 0.2920137222844897, 'vol_mae_ratio': 0.4842459349667223, 'coverage_penalty': 0.18174603174603177, 'width_ratio': 0.517875687086276}]",COMPLETE
5,0.8673062896411484,2026-07-22 15:59:42.152580,2026-07-22 16:05:28.893310,0 days 00:05:46.740730,32,0.11556894139219498,0.6694927466860925,2.0,48,0.05,0.002,0.25,0.35,0.2,48,9.530990459276997e-05,21,5,4,2.0923036060294642e-05,"[{'fold': 0, 'horizon': 5, 'score': 0.9256374791107727, 'pinball_ratio': 1.0130395005526733, 'mae_ratio': 1.089305910126476, 'brier_ratio': 1.001857511615208, 'mdd_pinball_ratio': 1.0321869714414542, 'vol_mae_ratio': 0.8388859213930425, 'coverage_penalty': 0.0031746031746031633, 'width_ratio': 0.6153426859446604}, {'fold': 0, 'horizon': 20, 'score': 0.9402345377634737, 'pinball_ratio': 1.0626178411283846, 'mae_ratio': 1.0998777998820826, 'brier_ratio': 0.965562713090852, 'mdd_pinball_ratio': 0.9067434959937182, 'vol_mae_ratio': 0.8785768084470074, 'coverage_penalty': 0.08412698412698405, 'width_ratio': 0.9581374096650511}, {'fold': 0, 'horizon': 60, 'score': 0.9672260502779899, 'pinball_ratio': 1.1075627334487013, 'mae_ratio': 1.3100860135071901, 'brier_ratio': 1.094504690474589, 'mdd_pinball_ratio': 0.829404513313364, 'vol_mae_ratio': 0.7304743141576217, 'coverage_penalty': 0.02063492063492056, 'width_ratio': 0.6662645038822124}, {'fold': 1, 'horizon': 5, 'score': 0.9961732974021924, 'pinball_ratio': 1.144713056672429, 'mae_ratio': 1.1793930751471267, 'brier_ratio': 1.1068378026198111, 'mdd_pinball_ratio': 0.9284619884345019, 'vol_mae_ratio': 0.8965167352764077, 'coverage_penalty': 0.11428571428571432, 'width_ratio': 0.5222708036328481}, {'fold': 1, 'horizon': 20, 'score': 0.9004419606439753, 'pinball_ratio': 1.0181683186813375, 'mae_ratio': 1.0680804994069257, 'brier_ratio': 0.9987003164072654, 'mdd_pinball_ratio': 0.8677345653793261, 'vol_mae_ratio': 0.8023056103278344, 'coverage_penalty': 0.15396825396825398, 'width_ratio': 0.42991343719727737}, {'fold': 1, 'horizon': 60, 'score': 0.8797881969762846, 'pinball_ratio': 0.8985190459153906, 'mae_ratio': 1.1698055139609729, 'brier_ratio': 0.9447664031815837, 'mdd_pinball_ratio': 1.0041336263497638, 'vol_mae_ratio': 0.8249652210078263, 'coverage_penalty': 0.030952380952380953, 'width_ratio': 0.42791702048669034}, {'fold': 2, 'horizon': 5, 'score': 0.9309698249193309, 'pinball_ratio': 0.9993211486409662, 'mae_ratio': 1.14296296605902, 'brier_ratio': 1.0437445716942535, 'mdd_pinball_ratio': 0.8816324324676834, 'vol_mae_ratio': 1.039932860326175, 'coverage_penalty': 0.0087301587301587, 'width_ratio': 0.5450676739373517}, {'fold': 2, 'horizon': 20, 'score': 0.8816306009243025, 'pinball_ratio': 0.9518107765681619, 'mae_ratio': 1.2182442821795372, 'brier_ratio': 0.909786240539497, 'mdd_pinball_ratio': 0.670939138607863, 'vol_mae_ratio': 1.0677972881466693, 'coverage_penalty': 0.06825396825396823, 'width_ratio': 0.5697957777988836}, {'fold': 2, 'horizon': 60, 'score': 0.7106081036913878, 'pinball_ratio': 0.7730862031481889, 'mae_ratio': 0.985554707089308, 'brier_ratio': 0.6504632921972422, 'mdd_pinball_ratio': 0.5871720177951772, 'vol_mae_ratio': 0.8365822728698485, 'coverage_penalty': 0.08809523809523812, 'width_ratio': 0.5574845357870348}, {'fold': 3, 'horizon': 5, 'score': 0.8043731120364633, 'pinball_ratio': 0.8829160528956139, 'mae_ratio': 1.0898638560962866, 'brier_ratio': 0.8700539362762993, 'mdd_pinball_ratio': 0.8134638752566924, 'vol_mae_ratio': 0.617359852278001, 'coverage_penalty': 0.03650793650793649, 'width_ratio': 0.501790086508368}, {'fold': 3, 'horizon': 20, 'score': 0.7610222489446584, 'pinball_ratio': 0.9274923397334389, 'mae_ratio': 1.1237324502717208, 'brier_ratio': 0.735385522694026, 'mdd_pinball_ratio': 0.5567881753169323, 'vol_mae_ratio': 0.49381895436954615, 'coverage_penalty': 0.06428571428571428, 'width_ratio': 0.6710704119532815}, {'fold': 3, 'horizon': 60, 'score': 0.7364169994178286, 'pinball_ratio': 0.8929073353550142, 'mae_ratio': 1.0100335978772157, 'brier_ratio': 0.7767363759615818, 'mdd_pinball_ratio': 0.4667145856763783, 'vol_mae_ratio': 0.5883088753800201, 'coverage_penalty': 0.07619047619047614, 'width_ratio': 0.7237509081653957}]",COMPLETE
