trial,fold,horizon,score,pinball_ratio,mae_ratio,brier_ratio,mdd_pinball_ratio,vol_mae_ratio,coverage_penalty,width_ratio
0,0,5,0.9912682628253576,1.0449264209481952,1.1126929616587988,0.9969504779433646,1.320924810708275,0.8412816490779915,0.060317460317460325,0.7536130272300755
0,0,20,0.9585837114825314,1.0351072049699326,1.1695815754747465,1.0780039692909258,1.0213434802261703,0.8155827275289954,0.032539682539682535,0.7373595154533776
0,0,60,1.0332244044418797,1.195172226629559,1.4078222945335983,1.1708646923630124,0.8412576418424021,0.7480890738540704,0.09206349206349207,0.6889692993610229
0,1,5,0.8926883313425344,0.9718428798885869,1.038980107133618,0.9970187138776438,0.9444319895873897,0.8661813751912799,0.03888888888888886,0.5379447350127065
0,1,20,0.8087465036239324,0.896846316768493,0.9474355529966917,0.8708417300336613,0.8674341729984065,0.7288874197035113,0.08650793650793653,0.4349758941579775
0,1,60,0.8783121936228833,0.940698685597603,1.3258622972923453,0.9390042140432832,0.9379508473781242,0.5337727004403462,0.04285714285714293,0.4089259937541568
0,2,5,0.9501264545009203,1.0166321597503225,1.1346303774413855,0.9890493626248019,1.0924609853694274,0.9173437652083639,0.024603174603174627,0.6142497009968917
0,2,20,0.9220170278295562,1.001669085538639,1.254181724577906,1.0148690179056188,0.742409581732819,0.9578092356779435,0.06825396825396823,0.6385032637669615
0,2,60,0.7408949773863254,0.9344252456965979,1.1371512971470972,0.6699429771370009,0.5522754898495504,0.3332876558766853,0.09603174603174602,0.6629896320859422
0,3,5,0.8236033640388736,0.9291685150559205,1.0980225006398345,0.8889287096111523,0.7965350270206172,0.5954480262162666,0.060317460317460325,0.5701474444904006
0,3,20,0.7214208804119465,0.8357405974827234,1.0268148340399708,0.8187294616567057,0.5415207617574095,0.5634490268933074,0.0031746031746031633,0.4761595921109143
0,3,60,0.6176031694789414,0.7933439335791339,0.8799600844302551,0.36766143667597745,0.42528155619634117,0.672236484235373,0.11031746031746037,0.46838201616996533
1,0,5,0.9810841416574116,1.055917864197925,1.0561702147116914,1.1890452014123147,1.033983319689229,0.9586172969397536,0.15000000000000002,0.4423783040725815
1,0,20,1.1802537302923233,1.3497327893226236,1.1457896100723073,1.5010606383683212,1.1894062809128774,0.8385321907082347,0.5865079365079365,0.25
1,0,60,0.9389831307632551,1.0308019117165503,1.0594103338360241,1.0794063487084027,1.0035872644656798,0.6411964738872434,0.5031746031746032,0.25
1,1,5,0.8714640827161962,0.9269760597593475,0.9839722383807522,1.0315718977659507,0.8755877446587156,0.9475723748361475,0.015079365079365137,0.5846628880147199
1,1,20,0.8338675886709125,0.9540790166932116,0.9219898754334585,0.8472516915075422,0.9218671575054397,0.7184431339156563,0.22539682539682537,0.28838443306597
1,1,60,1.0081536218564973,1.113504466230358,1.3744589469752961,1.28133835422064,0.8923928223205682,0.540970246030398,0.34444444444444444,0.26634681447484265
1,2,5,0.9806531220175498,1.0113236402344752,1.1646030626139474,1.016775287094311,1.144398853111026,1.0798257206961226,0.032539682539682535,0.5854305888400285
1,2,20,0.9673383790441302,0.9484371144692448,1.1450586690805513,1.0301610470966545,1.1305113899802806,1.1607551875696913,0.22539682539682537,0.2557475507174882
1,2,60,1.0669560543246965,1.2517222785671238,1.525926201895526,1.0721774544234326,0.9543271983434933,0.6437751751572424,0.34444444444444444,0.25
1,3,5,0.7976680116330461,0.9310753594102738,1.21077003323041,0.8026454263239833,0.5762231248496648,0.6623148008931335,0.03650793650793649,0.48529375113242457
1,3,20,0.7407003997445859,0.9275360272042912,1.2152467864167007,0.5746855766512735,0.4043208105897575,0.7015168593064814,0.08253968253968258,0.3665116821999453
1,3,60,0.6653479641491952,0.8944094237596266,1.019414293674329,0.25,0.3930212695333289,0.7793847051116344,0.1976190476190477,0.3722509169226781
2,0,5,0.9191537329359201,1.035073819678177,1.0805061695021365,1.031257815931691,0.9305806841542923,0.8170306665433481,0.0031746031746031633,0.6200302244594353
2,0,20,0.9718137494919477,1.100565726745517,1.1243627864937045,1.136728902442455,0.9420804666740901,0.7905256051792502,0.21746031746031746,0.39550463497773714
2,0,60,0.9613919087752937,1.0882545738396994,1.2380679479076075,1.133309373814887,0.8942152548765988,0.7361174024655985,0.0706349206349206,0.4035912250176916
2,1,5,0.8640422876696924,0.9351135909568852,0.9840059017132234,0.9738069567482898,0.8872072687840955,0.9176310393277625,0.030952380952380953,0.5356580382832771
2,1,20,0.8580306985263558,0.927803695033755,0.9775738090408406,0.9127997027748331,0.9356885321280634,0.8854024825182575,0.11825396825396828,0.41906908811258325
2,1,60,1.2075763671743123,1.3244060797830128,1.7354516344632946,1.274780906375014,1.2496993242527143,0.8286407172614946,0.14206349206349211,0.4078647772003452
2,2,5,0.9466377554376716,0.9916391255898844,1.185536486123029,1.0846055475376275,0.9763647882460341,0.9403548797067831,0.016666666666666607,0.5795294519287811
2,2,20,1.046733883197621,1.054440707973352,1.3792455592740602,1.2424241364325757,1.0370841197335292,1.0662079712317396,0.1777777777777778,0.3267107174434866
